Code;ID;Index;Name_r;Name_e;Code_Kind_0;Code_Kind_1;Code_Kind_2;Code_Kind_3;Group;Kind_2;Kind_1;Kind_0;T0;T1;Size_t;Size_Code;Element;X_deg;Y_deg;X_Pul;Y_Pul;u2;X_deg_1;Y_deg_1;X_deg_2;Y_deg_2;Rayon;Icon;INFO;MAP_ID;Поле32;Поле33;Oblast;nextBorder;Y_deg_back;Desc_Long
1121;1123;I-9-24;Тегирменты;Tegirmenty;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;77.53;42.75;13707415;4738145;;77.53;42.75;77.53;42.75;Иссык-Кульский район;/icon/Au04.png;1121__Tegirmenty.txt;17;;;Иссык-Кульская область;;42.75;Шлиховые поиски при геолсъемке м-ба 1:50000 - 1971-84гг <br>Условия сложные: выс. 1900-3600м, валунистость 30%, мощность торфов 10м. <br>Золотины - 0.1-0.3мм <br><br>Au - Р2 -175 кг. <br>Касситерит - Р2 -5.75 т. <br><br>Au- 0.200г/м3 <br>касситерит- 1.15 г/м3 <br><br>Долинная пойменно-русловая россыпь  дл. 10км, шир. 5.0м, мощностью песков для Au - 0.7м  касситерита -  5.0м.
1122;1124;I-9-25;Чет-Байсорун;Chet-Baisorun;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;77.67;42.88;13717863;4753294;;77.67;42.88;77.67;42.88;Иссык-Кульский район;/icon/Au04.png;1122__Chet-Baisorun.txt;18;;;Иссык-Кульская область;;42.88;Шлиховые поиски 1971-77 гг, изучено весьма слабо. <br>Условия сложные: валунистость 30%, мощность торфов 10-15м <br><br>Au - P2 - 300 кг <br><br>Au-0.3 г/м3 <br><br>Долинная пойменно-русловая и террасовая россыпь  дл.- 16км, шир. 50м  с мощностью песков 0.5м
1123;1125;I-9-26;Каменная;Kamennaya;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;77.75;42.88;13724672;4753513;;77.75;42.88;77.75;42.88;Иссык-Кульский район;/icon/Au04.png;1123__Kamennaya.txt;20a;;;Иссык-Кульская область;;42.88;Шлиховые поиски 1971-77 гг, изучена весьма слабо. <br>Условия сложные: выс. 1800-3700м, мощность торфов от 3 до 10м <br><br>Au - P2 - 375 кг <br><br>Au-250 мг/м3 <br><br>Долинная пойменно-русловая россыпь  дл.- 15км, шир. 40м  с мощностью песков до 1.0м
1124;1126;II-3-5;Карабура;Karabura;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;71.52;42.47;13213501;4709440;;71.52;42.47;71.52;42.47;Кара-Бууринский район;/icon/Au04.png;1124__Karabura.txt;;;;Таласская область;;42.47;1957г -  поиски (шурфы, линии скв.Эмпайр), поиски при геолсъемке м-ба 1:50000 (шурфы). <br>Условия  благоприятные,  выс. 900-1000м, доступно, валунность - 16-30%. Золото-0.25-1.0мм. <br>Au - P2 - 1100 кг <br><br>Au-0.15 г/м3<br><br>Террасовая и пойменно-русловая россыпь  дл.- 20км, шир. 300м. С глубиной залегания плотика 4-25м
1125;1127;II-3-21;Шибали;Shibaly;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;71.45;42.38;13207629;4700409;;71.45;42.38;71.45;42.38;Кара-Бууринский район;/icon/Au04.png;1125__Shibaly.txt;;;;Таласская область;;42.38;Поиски при геолсъемке м-ба 1:50000 (редкая сеть линий шурфов), слабо изучено. <br>Условия относительно благоприятные,  выс. 1250-1350м, доступно. Перспективно <br><br>Au - P2 - 800 кг <br><br>Au-0.2 г/м3 <br><br>Долинная  пойменно-русловая россыпь, дл. - 20км, шир.200-250м
1126;1128;II-3-43;Каинды;Kaiyndy;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;71.48;42.28;13209915;4689184;;71.48;42.28;71.48;42.28;Кара-Бууринский район;/icon/Au04.png;1126__Kaiyndy.txt;;;;Таласская область;;42.28;Поиски 1957г (редкая сеть линий шурфов), условия относительно благоприятные,  выс. 1500-2000м, доступно, валунность 40-45%. <br>Перспективно. <br>Золото мелкое 0.0 <br>Au - P2 - 225 кг <br>Au-0.25 г/м3 <br>Долинная пойменно-русловая россыпь, длина россыпи - 5км, шир. 5-60м, мощность песков - 5м
1127;1129;II-3-52;Каракасмак (Джамгыр);Karakasmak(Djamgyr);2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;71.53;42.15;13213437;4674202;;71.53;42.15;71.53;42.15;Чаткальский район;/icon/Au04.png;1127__Karakasmak(Djamgyr).txt;;;;Джалал-Абадская область;;42.15;Поиски 1963 и 1987-92гг (скв. УКБ-256м, канавы на террасах). <br>Условия  относительно благоприятные,  выс. 2100-2700м, доступно. <br>Бесперспективно <br>Au - P2 - 27.3 кг <br>Au-0.237 г/м3 <br><br>Долинная террасовая россыпь  длина - 6км, шир. 12м,  глубина залегания 5м, мощность  - 1.6м
1128;1130;Ii-3-62;Кумбельташ (Средний  Сандалаш);Kumbeltash (Sredny Sandalash);2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;71.13;41.98;13179529;4657107;;71.17;41.98;71.17;41.98;Чаткальский район;/icon/Au04.png;1128__Kumbeltash (Sredny Sandalash).txt;;;;Джалал-Абадская область;;41.98;1948 г  -  разведка  1953г  1980-84.-87гг <br>Поиски  1993г -  детальная разведка. <br>Золотины - 0.5мм. <br>Условия  благоприятные, выс.2100-2300м, район освоен. <br><br>Пер Госбаланс <br>С2 - 5.8кг(.246г/м3) <br>Р1+Р2-332.97 <br><br>Au-0.246 г/м3 <br><br>Долинная пойменно- террасовая россыпь  дл. - 8км, шир. 20-120м  рудный пласт приплотиковый ширин.
1129;1131;II-3-65;Башкы-Терек;Bashky-Terek;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;71.37;41.93;13198635;4650704;;71.37;41.93;71.37;41.93;Чаткальский район;/icon/Au04.png;1129__Bashky-Terek.txt;10;;;Джалал-Абадская область;;41.93;1982-85гг  - поиски  предварительная и детальная разведка. <br>Золотины 0.25-0.5  до 2-3мм, мощность торфов - 3-4м. <br>Условия благоприятные.  Подготовлено к эксплуат <br><br>Госбаланс <br>С1 - 61кг <br>С2 -8кг <br>С1+С2 -69кг <br><br>Au-0.268 г/м3 <br><br>Долинная пойменно- русловая россыпь (12500мх60-130м), выделен приплотиковый пласт длины 3200м, шир.36.7м с мощн. Песков 2.2м.
1130;1132;Ii-3-67;Чокмаксу;Chokmaksu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;71.45;41.98;13205778;4655969;;71.45;41.98;71.45;41.98;Чаткальский район;/icon/Au04.png;1130__Chokmaksu.txt;12;;;Джалал-Абадская область;;41.98;1980-84гг -  поиски (1 линия скв. УКБ, шурфы), золотины до 0.5мм, условия относительно благоприятные,  выс. 2300-2700м. <br>Бесперспективно <br><br>Au - P2 - 255 кг <br>Au-0.18 г/м3 <br><br>Долинная пойменно-русловая россыпь дл. 9.5км, шир. 50м с мощностью песков 10м
1131;1133;II-3-68;Куру-Тегерек;Kuruu-Tegerek;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;71.48;41.98;13208541;4655855;;71.48;41.98;71.48;41.98;Чаткальский район;/icon/Au04.png;1131__Kuruu-Tegerek.txt;;;;Джалал-Абадская область;;41.98;1932-47гг -  старательская отработка  <br>1980-85гг  -  предварительная и детальная разведка. <br><br>Золотины - 0.6мм. <br>Условия благоприятные, разрабатывается периодически <br><br>Госбаланс: C1 -645кг <br><br>Au-0.217 г/м3 <br><br>Долинная пойменно- русловая и террасовая россыпь (7500х70-170х10.7-15.8м), промышленный пласт дл. 4500км, шир. 50.2м с мощностью песков 12.8м
1132;1134;II-3-69;Сулу-Тегерек;Suulu-Tegerek;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;71.5;42;13209998;4657650;;71.5;42;71.5;42;Чаткальский район;/icon/Au04.png;1132__Suulu-Tegerek.txt;13;;;Джалал-Абадская область;;42;1980-81гг  - поиски  <br>1981-84гг детальная развежка<br>Условия благоприятные, выс. 2100-2300м, доступно. <br>Перспективно <br>Госбаланс: C1 -455кг <br>Au-0.44 г/м3<br>Долинная террасовая пойменно-русловая россыпь разм. 3140мх49.9мх6.6м
1133;1135;II-4-34;Чонур;Chonur;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;72.6;42.65;13303186;4726716;;72.6;42.65;72.6;42.65;Таласский район;/icon/Au04.png;1133__Chonur.txt;58;;;Таласская область;;42.65;1953г -  спецпоиски (16 шурфов) и отработка 1957 <br>1964-65гг геолсъемка м-ба 1:50000.Условия благоприятные,  выс. 1600-2000м,  золотины 0.1-1.5мм. <br><br>Au - P2 - 400 кг <br><br>Au-0.4 г/м3 <br><br>Пойменно-русловая и террасовая россыпь  дл. 15км, шир. 20-100м, выделено 2 рудных тела: в пойме - длин. 700м, шир. 20-100м и террасе - длин. 5000м,  шир. 100м с мощн. песков 0.5-2.5 ср.2.0м
1134;1137;II-5-29;Суусамырское;Suusamyrskoe;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;73.15;42.2;13347202;4675592;;73.15;42.2;73.15;42.2;Жайыльский и Панфиловский районы;/icon/Au04.png;1134__Suusamyrskoe.txt;;;;Чуйская область;;42.2;1960-63гг -  поиски  <br>1983г -  поисково-оценочные работы. <br>Условия благоприятные, перспективно, золотины 0.2-2.0мм <br><br>Au - Р1- 525.5кг <br><br>Au-0.457 г/м3 <br><br>Долинная аллювиальная пойменно-русловая и террасовая россыпь дл. 42.9км, шир. 20-400м  <br>3 россыпных объекта: верхне-  средне- и нижне-Суусамырское дл. 9.4, 22  и 11.5км, шир. - 100, 50-400,  и 20-70м
1135;1138;II-5-31;Карабулак;Karabulak;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;182;Мелкое;3;;73.78;42.28;13399644;4683908;;73.78;42.28;73.78;42.28;Панфиловский район;/icon/Au04.png;1135__Karabulak.txt;;;;Чуйская область;;42.28;1960-64гг,  1980-83гг поисковые и  поисково-оценочные работы  <br>Условия благоприятные,  выс. 2500-2800м, доступно,  мощность торфов 4.4м, золотины 0.2-0.5мм. <br>Перспективно. <br>Госбаланс С2- 127.6кг <br>Au-0.511 г/м3 <br><br>Долинная россыпь. Дл. 2600м, шир. 18.7м  с мощностью песков - 5.12м
1136;1139;II-5-32;Токайлу;Tokailu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;183;Мелкое;3;;73.75;42.25;13396840;4680245;;73.75;42.25;73.75;42.25;Панфиловский район;/icon/Au04.png;1136__Tokailu.txt;;;;Чуйская область;;42.25;Поисково-оценочные работы 1960-64гг, доизучено 1980-83гг <br>Условия благоприятные,  выс. 2200-2400м, мощность торфов 0.8-5.2м. Золотины 0.05-2.0мм, редко 3-4мм.  <br>Бесперспективно <br><br>Госбаланс С2- 52.2кг <br>Au-0.224 г/м3 <br><br>Долинная пойменно-русловая россыпь. длиной 2400м, шириной 12м, с мощностью песков 4-17м
1137;1140;II-5-33;Такайлинское террасовое;Takailinskoe terrasovoe;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;73.78;42.25;13399591;4680205;;73.78;42.25;73.78;42.25;Панфиловский район;/icon/Au04.png;1137__Takailinskoe terrasovoe.txt;231;;;Чуйская область;;42.25;1960-63гг -  поисково-оценочные работы  <br>1972г, 1980-82гг -  ревизия. <br>Условия  благоприятные, выс. 2250-2400м, мощность торфов до 24м. Золотины 0.05-4.0мм. <br>Перспективно. <br>Госбаланс С2-179.5кг <br><br>Au - 0.390 г/м3 <br>циркон - 5% <br>сфен - 25% <br>апатит <br><br>Террасовая россыпь. Длина 11500м, ширина 1750м  с мощностью песков 0.2-8.8м, рудные тела - 200-600х20-250м.
1138;1143;III-2-19;Нижний Чандалаш;Nizhny Chandalash;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;70.87;41.7;13155906;4626662;;70.87;41.7;70.87;41.7;Чаткальский район;/icon/Au04.png;1138__Nizhny Chandalash.txt;;;;Джалал-Абадская область;;41.7;Известно с 1940г <br>1980-85гг  -  предварительная и детальная разведка. <br>Утверждены ТКЗ в 1985г: запасы <br>C1-85кг  <br>C2-20кг (0.185 г/м3) <br><br>Госбаланс: <br>C1+C2-105кг <br>P1+P2 - 1695кг <br><br>Au-0.185 г/м3<br><br>Долинная пойменно-террасовая россыпь  дл. 7.5км, шир. 200-700м, рудное тело в приплотиковой части дл. 2.3км, шир. 92м с мощностью песков - 2.7м.
1139;1144;III-2-20;Джертысу;Djertysu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;70.78;41.67;13148785;4623295;;70.78;41.67;70.78;41.67;Чаткальский район;/icon/Au04.png;1139__Djertysu.txt;;;;Джалал-Абадская область;;41.67;1935, 1954,  1983 гг - поиски <br>1984-88  - предварительная и детальная разведка  <br>Условия благоприятные, подготовлено к эксплуатации.  <br><br>Госбаланс:  <br>C1 -6.2кг  <br>P2 - 100кг  <br>Au-0.273 г/м3 <br><br>Долинная пойменно-террасовая россыпь, рудные тела в верхней и нижней частях россыпи  дл. 4.0 и 1.12км, шир. 60-150 и 26.5м
1140;1145;III-2-21;Каракорум;Karakorum;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;70.77;41.67;13147397;4623364;;70.77;41.67;70.77;41.67;Чаткальский район;/icon/Au04.png;1140__Karakorum.txt;;;;Джалал-Абадская область;;41.67;1935,  1954,  1983 гг - поиски <br>1984-88гг  -  поисково-оценочные работы. <br>Условия относительно благоприятные,  выс. 1450-1750м, доступно, мощность торфов до 4.8м, песков-0.4-2.0м. <br>Перспективно. <br><br>Au - P1 - 140кг <br><br>Au-0.209 г/м3 <br><br>Долинная россыпь  дл. 11.0км  шир. 80-350м, в ней 3 рудных участка  дл.3.0,  1.5 и 1.0км, шир. 20-60 и 10м.
1141;1146;III-2-22;Баркраук;Barkrauk;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;70.47;41.65;13122306;4622785;;70.47;41.65;70.47;41.65;Чаткальский район;/icon/Au04.png;1141__Barkrauk.txt;117;;;Джалал-Абадская область;;41.65;1949г  - поиски (штольни,  шурфы). <br>Условия относительно благоприятные,  выс. 1300-1400м,  доступно,  мощность торфов 11-12м,  золотины 1-2мм.<br><br>P2 - 80кг<br><br>Au – 1.22г/м3<br><br>Долинная пойменно-террасовая россыпь,  дл. 400м,  шир. 130-150м,  с мощностью песков 1.2м.
1142;1147;III-2-24;Найза-Тугай;Naiza-Tuugai;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;70.33;41.6;13110893;4617824;;70.33;41.6;70.33;41.6;Чаткальский район;/icon/Au04.png;1142__Naiza-Tuugai.txt;;;;Джалал-Абадская область;;41.6;1937-52гг-отработка cтарателями (добыто 27кг Au) <br>1949  1966-68гг -  поиски и оценка  <br>1983г  - поиски. <br>Перспективно,  золотины  -  1-10мм, самородки до 690 мг. <br><br>C2 - 200кг <br>P2 - 300кг <br><br>Au - 0.400-1000мг/м3 <br><br>Долинная пойменно-террасовая россыпь, две рудные россыпи - пойменная дл. 2.5км, шир. 100м, террасовая- дл.1.5км, шир.-30-40м.
1143;1148;III-2-30;Терс;Ters;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;70.65;41.57;13137116;4612738;;70.65;41.57;70.65;41.57;Чаткальский район;/icon/Au04.png;1143__Ters.txt;;;;Джалал-Абадская область;;41.57;Известно с 1935г,  1983-88гг -  детальные поиски. <br>Условия благоприятные, перспективно. <br><br>P1 - 100кг P2 - 250кг<br><br>Au-0.3 г/м3 <br><br>Долинная пойменно-террасовая россыпь  дл. 10.5км, шир. 70-400м, мощность песков - 2.5м.
1144;1150;III-3-4;Средне-Чандалашское;Sredne-Chadalashskoe;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;71.05;41.91;13172194;4648164;;71.04;41.91;71.04;41.91;Чаткальский район;/icon/Au04.png;1144__Sredne-Chadalashskoe.txt;;;;Джалал-Абадская область;;41.9;1949, 1959,  1966, 1993 гг - поиски. <br>Условия благоприятные <br><br>C2 - 38.4кг (4.0 г/м3) <br>P2 - 20 кг (0.100 г/м3) <br><br>Au - от знаков до 0.472, максимально - 4г/м3 <br><br>Долинная пойменно-террасовая россыпь  дл. 12.5км, шир. 100-150м.
1145;1151;III-3-11;Чанач-Чонкурчак;Chanach-Chonkurchak;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;Мелкое;3;;71.15;41.8;13179995;4636676;;71.15;41.8;71.15;41.8;Чаткальский район;/icon/Au04.png;1145__Chanach-Chonkurchak.txt;;;;Джалал-Абадская область;;41.8;1984г -  детальные поиски.<br>Условия благоприятные,  выс.1700-2000м, доступно. <br><br>Au - P2 - 240кг <br><br>Au-0.2 г/м3 <br><br>Долинная пойменно-террасовая россыпь, приплотиковая  дл. 6.0км, шир. 100м с мощностью песков - 2.0м.
1146;1152;III-3-12;Чанач нижний;Chanach nizhny;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;71.25;41.8;13188308;4636308;;71.25;41.8;71.25;41.8;Чаткальский район;/icon/Au04.png;1146__Chanach nizhny.txt;;;;Джалал-Абадская область;;41.8;1930г - старательская отработка  <br>1984г -  поиски  <br>1988г -  детальная разведка <br>Золотины 0.1-6.0мм. Подготовлено к эксплуатации.<br><br>Госбаланс C2 - 26.5кг <br><br>Au-0.233 г/м3<br><br>Долинная пойменно-террасовая россыпь  дл. 4200м, шир. 25.1м с мощностью песков - 1.8м.
1147;1153;III-3-16;Чанач-Верхний;Chanach Verkhny;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;71.4;41.73;13200467;4628368;;71.4;41.73;71.4;41.73;Чаткальский район;/icon/Au04.png;1147__Chanach Verkhny.txt;;;;Джалал-Абадская область;;41.73;1986-93гг  - поиски, Предварительная разведка. <br>Условия благоприятные,  выс. 2000-2700м, золотины 0.1-2.0мм, промывистость легкая. <br>Перспективно. <br><br>Госбаланс C2 - 50.8кг <br><br>Au-0.243 г/м3 <br><br>Долинная пойменная россыпь  дл. 1200м, шир.30м  с мощностью песков - 3.5м.
1148;1154;III-3-27;Сарысай;Sarysai;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Мелкое;3;;71.1;41.61;13174161;4599831;;71.12;41.61;71.12;41.61;Чаткальский район;/icon/Au04.png;1148__Sarysai.txt;;;;Джалал-Абадская область;;41.47;1933г -  старательская отработка <br>1987г -  поиски на уч. Верхний  <br>1985-89гг поисково-оценочные работы и детальная разведка <br>На  уч. Нижний  золотины - 0.7-1мм, условия  благоприятные<br>Подготовлено к эксплуатации. <br><br>Госбаланс <br>C1 - 122.1кг <br>P1 - 45.0 кг <br><br>Au -0.300 и 0.310г/м3 <br><br>Долинная пойменно-террасовая россыпь  дл. 12км, шир. 28-300м, мощностью песков - 10-15м, два участка - Верхний и Нижний. 3 продуктивных пласта.
1149;1155;III-3-50;Кассан(уч.Каратюбе,Бузук);Kassan(Karatyube, Buzuk prosp);2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;Среднее;2;;71.05;41.5;13170068;4601872;4;71.1;41.5;71.1;41.5;Чаткальский район;/icon/Au04.png;1149__Kassan(Karatyube, Buzuk prosp).txt;;;;Джалал-Абадская область;;41.48;1933-36гг  -  старательская отработка  <br>1954г,  1985-87гг -  поиски  <br>1988-89гг -  детальная разведка <br>Золотины 0.27-1.0мм. <br>Подготовлено к эксплуатации. <br><br>Госбаланс C1- 2018.6кг <br><br>Au-0.317 г/м3 <br><br>Долинная и пойменно-террасовая россыпь  дл. 10.5км, шир. 10-130м, продуктивные пласты 5200х80х7.1м и 5000х47х7м.
1150;1156;III-3-61;Нижне-Кассанское;Nizhnekassanskoe;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;189;Мелкое;3;;71.3;41.4;13190557;4591690;;71.3;41.4;71.3;41.4;Ала-Букинский район;/icon/Au04.png;1150__Nizhnekassanskoe.txt;254/1;;;Джалал-Абадская область;;41.4;1954-56гг - поиски  <br>1990г -  поисково-оценочные работы. <br>Золотины - ср. 0.68мм. <br>Подготовлено к эксплуатации. <br><br>Госбаланс <br>C1- Токой 55кг Орто-Токой -241кг <br>C1+С2 - Баймак 862кг <br>Всего C1+С2-1158кг <br><br>Au-0.222 г/м3 <br><br>Аллювиальная долинная пойменно-террасовая россыпь пластово-струйчатого типа  дл. 28км, шир.60-800м, золотоносные пласты: Кызыл-Токой (2000х58х1.6м),  Орто-Токой - (3800х116.5х2.6м), Баймак - (8480х14.3х4.7м).
1151;1157;III-4-2;Сарыбулак;Sarybulak;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;72.5;41.97;13292755;4651041;;72.5;41.97;72.5;41.97;Токтогульский район;/icon/Au04.png;1151__Sarybulak.txt;;;;Джалал-Абадская область;;41.97;1972-75гг  -  поисково-оценочные работы. <br>Условия  благоприятные <br>Золотины 0.4-0.5 до 2.2мм. <br><br>Au - P1-441кг <br><br>Au-102.9 мг/м3 <br><br>Аллювиальная долинная пойменно-русловая россыпь пластового типа, надплотиковая  дл. 3850м, шир.287м  с мощностью песков 2.8м.
1152;1158;III-4-8;Кызыл-Туу;Kyzyl-Tuu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;72;41.7;13250266;4622749;;72;41.7;72;41.7;Аксыйский район;/icon/Au04.png;1152__Kyzyl-Tuu.txt;;;;Джалал-Абадская область;;41.7;1961-63гг  - поиски при геолсъемке м-ба 1:25000  <br>1990-93гг -  поиски. <br>Условия неблагоприятные. Мощность торфов-21.5м. <br><br>Au - P1-50.57кг <br><br>Au-86 мг/м3 <br><br>Аллювиальная долинная пойменно-русловая россыпь,  надплотиковая  пластового типа  дл. 5000м, шир100-120м  с мощностью песков 1.4м.
1153;1159;III-4-15;Кара-Жыгач;Kara-Djigach;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;72.07;41.64;13255564;4615151;;72.07;41.64;72.07;41.64;Аксыйский район;/icon/Au04.png;1153__Kara-Djigach.txt;;;;Джалал-Абадская область;;41.63;1995г -  поиски. <br>Условия относительно  благоприятные,  выс. 840м, легкодоступно, мощность торфов - 8.2м. <br><br>Au - P2 - 12.1кг <br><br>Au-168 мг/м3<br><br>Аллювиальная долинная пойменно-террасовая россыпь, надплотиковая,  пластового типа  дл. 3.0км, шир. 600м, золотоносный пласт -750х100х0.8м.
1154;1160;III-4-18;Кичи-Джол (Кичи-Акджол);Kichi-Djol;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;72.23;41.6;13269335;4610990;;72.23;41.6;72.23;41.6;Аксыйский район;/icon/Au04.png;1154__Kichi-Djol.txt;;;;Джалал-Абадская область;;41.6;1938г  -  поиски  <br>1963г  -  поиски м-ба 1:25000  <br>1990-93гг -  детальные поиски. <br>Условия относительно благоприятные,  выс.800-930м, доступно, золотины 0.3-6.0мм, мощность торфов - 4.3м. <br><br>Au - P2 - 29.5кг <br><br>Au-129 мг/м3 <br><br>Аллювиальная долинная россыпь, плащеобразная,  надплотиковая, дл. 10км,  шир. 500м,  два золотоносных пласта суммарной длиной 1500м, шир. -5.5м  с мощностью песков 1.3м.
1155;1161;III-4-43;Капчагай;Kapchagai;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;72.15;41.47;13261898;4596405;;72.15;41.47;72.15;41.47;Аксыйский район;/icon/Au04.png;1155__Kapchagai.txt;;;;Джалал-Абадская область;;41.47;1995г  -  поиски. <br>Условия относительно благоприятные.  Легко доступно, подготовлено к отработке. <br><br>Au - С2 - 10.4кг <br><br>Au-303 мг/м3 <br><br>Аллювиальная долинная россыпь  приплотиковая пластообразная, дл. 1500м, шир. 20-40 м  с мощностью песков -2.0м.
1156;1162;III-4-44;Кара-Тыт;Kara-Tyt;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;72.18;41.47;13264683;4596314;;72.18;41.47;72.18;41.47;Аксыйский район;/icon/Au04.png;1156__Kara-Tyt.txt;;;;Джалал-Абадская область;;41.47;1995г  -  поиски. <br>Условия благоприятные,  выс. 650-680м,  легко доступно, золотины до 3мм,  подготовлено к отработке. <br><br>Au - С2 - 21.333кг<br><br>Au-360 мг/м3 <br><br>Долинная россыпь, приплотиковая дл. 3000м, шир. 250-1500м  с мощностью песков - 1.8м.
1157;1163;III-4-45;Калай;Kalai;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпепроявление;;;0;;72.2;41.43;13265955;4592565;;72.2;41.43;72.2;41.43;Аксыйский район;/icon/Au04.png;1157__Kalai.txt;;;;Джалал-Абадская область;;41.43;1995г  -  поиски. <br>Золотины до 5х3мм, условия благоприятные, подготовлено к эксплуатации. <br><br>Au - С2 - 20.487кг <br><br>Au-240 мг/м3<br><br>Долинная россыпь  многопластовая, дл. 3000м, шир. 1.0км, два золотоносных пласта (1800-560х500м) с мощностью песков - 5-6м.
1158;1164;III-4-54;Таш-Кумыр;Tash-Kumyr;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;;;0;;72.28;41.45;13272980;4594195;;72.26;41.45;72.26;41.45;Аксыйский район;/icon/Au04.png;1158__Tash-Kumyr.txt;;;;Джалал-Абадская область;;41.45;1995г  -  поиски. <br>Условия неблагоприятные - находится под зеркалом водохранилища Ташкумырской ГЭС. <br><br>Au - P2 - 18.5кг <br><br>Au-463 мг/м3 <br><br>Долинная россыпь, приплотиковая  дл. 6000м, шир. 60-160м,  золотоносный пласт (5000х20х0.4м)
1159;1165;III-7-27;Кумбельсу;Kumbelsu;2;21;215;21509;Золото (р);Благородные металлы;Металлы;Рудные;Россыпное месторождение;191;Мелкое;3;;75.7;41.77;13558208;4626039;;75.7;41.77;75.7;41.77;Тянь-Шаньский район;/icon/Au04.png;1159__Kumbelsu.txt;;;;Нарынская область;;41.77;1937-55гг  -  поиски, разработка  <br>1982-86гг  -  предварительная разведка. 1993-95гг - детальная разведка. Разрабатывается ГГК Арбата. <br><br>Госбаланс <br>С1-54.3кг <br>С2- 1.5 кг <br>С1+С2 -55.8кг <br><br>Au-0.45 г/м3 <br><br>Долинная пойменная россыпь  дл. 5.5км, ширина до 200м  с мощностью песков 0.99-1.27м.
